task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
29	ac/29cc4a	4317759	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTQC_RAW (D09_run0_raw)	CACHED	0	2026-07-03 19:33:01.310	4m 3s	3m 35s	184.1%	2.1 GB	15.2 GB	4.3 GB	4.8 MB
27	36/249eac	4317775	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTQC_RAW (D08_run0_raw)	CACHED	0	2026-07-03 19:33:01.564	4m 13s	3m 55s	180.2%	2.2 GB	15.2 GB	4.7 GB	4.7 MB
11	7b/31378e	4317764	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTP (D03_run0)	CACHED	0	2026-07-03 19:33:01.387	4m 43s	4m 36s	435.5%	1.4 GB	2 GB	7.3 GB	7.5 GB
7	58/e272db	4317774	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTP (D02_run0)	CACHED	0	2026-07-03 19:33:01.549	2m 43s	2m 28s	372.3%	1.4 GB	2 GB	3.3 GB	3.4 GB
22	36/a9b615	4317776	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:PORECHOP_ABI (D07)	CACHED	0	2026-07-03 19:33:01.578	37m 18s	36m 57s	100.8%	25 GB	25.7 GB	24.5 GB	18.6 GB
26	9a/eddad5	4317752	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTP (D07_run0)	CACHED	0	2026-07-03 19:33:01.197	8m 43s	8m 38s	461.1%	1.4 GB	1.9 GB	14.9 GB	15.4 GB
19	c6/b7a5d2	4317825	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:PORECHOP_ABI (D06)	CACHED	0	2026-07-03 21:10:04.742	1h 11m 15s	1h 10m 37s	101.7%	44 GB	45.2 GB	48.9 GB	37.3 GB
38	db/8067de	4317779	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_RAW (D08)	CACHED	0	2026-07-03 19:33:01.626	11m 13s	10m 32s	90.0%	801.8 MB	2 GB	10.5 GB	44 MB
40	12/36ac5d	4317767	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_RAW (D10)	CACHED	0	2026-07-03 19:33:01.436	4m 13s	3m 47s	91.1%	635 MB	1.8 GB	3.7 GB	38 MB
18	77/aad489	4317761	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTQC_RAW (D05_run0_raw)	CACHED	0	2026-07-03 19:33:01.341	5m 8s	4m 36s	182.1%	2.2 GB	15.3 GB	5.5 GB	4.7 MB
9	0a/7ec39a	4317783	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_RAW (D03)	CACHED	0	2026-07-03 19:33:01.683	4m 13s	3m 43s	91.5%	603.4 MB	1.8 GB	3.4 GB	34.6 MB
13	3c/585f1a	4317784	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:PORECHOP_ABI (D04)	CACHED	0	2026-07-03 19:33:01.700	51m 28s	51m 21s	100.3%	31.1 GB	31.8 GB	34.6 GB	26.4 GB
6	e0/8b3547	4317769	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTQC_RAW (D02_run0_raw)	CACHED	0	2026-07-03 19:33:01.465	3m 13s	2m 42s	181.5%	2.2 GB	15.3 GB	3.3 GB	4.8 MB
17	c9/a18d0d	4317803	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:PORECHOP_ABI (D05)	CACHED	0	2026-07-03 19:43:09.399	1h 10m 10s	1h 9m 43s	101.3%	43.2 GB	44.3 GB	47.8 GB	36.4 GB
15	d9/63a3e5	4317770	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTQC_RAW (D04_run0_raw)	CACHED	0	2026-07-03 19:33:01.481	8m 13s	7m 57s	171.5%	2.2 GB	15.2 GB	8.9 GB	4.8 MB
5	a8/8cd660	4317787	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_RAW (D02)	CACHED	0	2026-07-03 19:33:01.745	10m 13s	9m 37s	90.7%	808.3 MB	2 GB	9.1 GB	58.9 MB
8	87/c44dfc	4317785	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:PORECHOP_ABI (D02)	CACHED	0	2026-07-03 19:33:01.717	55m 38s	55m 34s	100.8%	34.8 GB	35.5 GB	37.7 GB	28.7 GB
35	1c/743daa	4317754	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:PORECHOP_ABI (D10)	CACHED	0	2026-07-03 19:33:01.229	24m 48s	24m 7s	101.3%	15 GB	15.6 GB	15 GB	11.4 GB
36	da/ce3c9e	4317780	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTQC_RAW (D10_run0_raw)	CACHED	0	2026-07-03 19:33:01.640	4m 13s	4m	180.6%	2.4 GB	15.3 GB	4.6 GB	4.8 MB
3	b3/01591d	4317756	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTQC_RAW (D01_run0_raw)	CACHED	0	2026-07-03 19:33:01.262	4m 3s	3m 36s	183.9%	2.5 GB	15.3 GB	4.4 GB	4.7 MB
1	ef/d7d72e	4317766	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_RAW (D01)	CACHED	0	2026-07-03 19:33:01.420	6m 53s	6m 27s	89.2%	772.6 MB	1.9 GB	6.2 GB	54.3 MB
34	72/4e7727	4317778	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_RAW (D07)	CACHED	0	2026-07-03 19:33:01.612	6m 13s	5m 58s	96.5%	873.2 MB	2 GB	6 GB	67.6 MB
24	88/f4688d	4317781	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTQC_RAW (D07_run0_raw)	CACHED	0	2026-07-03 19:33:01.654	13m 13s	12m 49s	182.2%	2.2 GB	15.3 GB	14.9 GB	4.8 MB
16	55/6cf35d	4317772	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_RAW (D04)	CACHED	0	2026-07-03 19:33:01.514	8m 13s	8m 1s	94.4%	809.3 MB	2 GB	8.3 GB	44.5 MB
12	1c/57a975	4317758	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:PORECHOP_ABI (D03)	CACHED	0	2026-07-03 19:33:01.295	22m 3s	21m 53s	101.9%	13.8 GB	14.5 GB	13.9 GB	10.6 GB
39	82/835b8a	4317765	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_RAW (D09)	CACHED	0	2026-07-03 19:33:01.403	9m 13s	8m 44s	88.3%	982.9 MB	2.1 GB	8.1 GB	79.4 MB
25	d1/e3c627	4317800	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:PORECHOP_ABI (D08)	CACHED	0	2026-07-03 19:40:19.397	1h 4m 20s	1h 4m 11s	100.8%	38.5 GB	39.6 GB	43.8 GB	33.4 GB
10	df/0f45c7	4317782	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTQC_RAW (D03_run0_raw)	CACHED	0	2026-07-03 19:33:01.667	7m 13s	6m 25s	178.1%	2.4 GB	15.3 GB	7.3 GB	4.8 MB
32	5e/b4daeb	4317786	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_RAW (D06)	CACHED	0	2026-07-03 19:33:01.731	12m 23s	12m 9s	92.5%	848 MB	2 GB	11.8 GB	62.7 MB
21	f8/c0f9b1	4317771	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTQC_RAW (D06_run0_raw)	CACHED	0	2026-07-03 19:33:01.497	6m 13s	5m 41s	176.2%	2.3 GB	15.3 GB	6.6 GB	4.7 MB
2	57/ef6f29	4317773	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTP (D01_run0)	CACHED	0	2026-07-03 19:33:01.531	3m 43s	3m 5s	394.6%	1.4 GB	2 GB	4.4 GB	4.5 GB
4	cd/e3f640	4317748	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:PORECHOP_ABI (D01)	CACHED	0	2026-07-03 19:33:01.119	38m 48s	38m 10s	100.8%	24.5 GB	25.2 GB	25.3 GB	19.2 GB
37	39/68a0de	4317755	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTP (D10_run0)	CACHED	0	2026-07-03 19:33:01.244	3m 38s	3m 16s	398.8%	1.4 GB	2 GB	4.6 GB	4.7 GB
33	a4/92d5a6	4317762	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTP (D09_run0)	CACHED	0	2026-07-03 19:33:01.357	3m 38s	3m 5s	390.1%	1.4 GB	2 GB	4.3 GB	4.4 GB
31	66/56deb8	4317753	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTP (D08_run0)	CACHED	0	2026-07-03 19:33:01.212	3m 38s	3m 13s	398.2%	1.4 GB	1.9 GB	4.7 GB	4.8 GB
28	e5/753e26	4317777	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_RAW (D05)	CACHED	0	2026-07-03 19:33:01.596	12m 13s	11m 34s	90.6%	1.1 GB	2.3 GB	11.5 GB	64.6 MB
30	96/9c4fba	4317768	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:PORECHOP_ABI (D09)	CACHED	0	2026-07-03 19:33:01.449	50m 3s	49m 46s	100.9%	33.2 GB	33.9 GB	33.5 GB	25.5 GB
14	51/fc7ac2	4317750	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTP (D04_run0)	CACHED	0	2026-07-03 19:33:01.164	5m 38s	5m 34s	436.9%	1.4 GB	2 GB	8.9 GB	9.2 GB
20	52/8b7804	4317751	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTP (D05_run0)	CACHED	0	2026-07-03 19:33:01.182	4m 13s	3m 49s	408.9%	1.4 GB	2 GB	5.6 GB	5.7 GB
23	d4/738808	4317757	NFCORE_MAG:MAG:SHORTREAD_PREPROCESSING:FASTP (D06_run0)	CACHED	0	2026-07-03 19:33:01.279	4m 43s	4m 15s	418.2%	1.4 GB	1.9 GB	6.6 GB	6.8 GB
47	e6/89ad42	4317804	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:CHOPPER (D03)	CACHED	0	2026-07-03 19:55:04.457	15m 5s	14m 38s	114.8%	33 MB	890.7 MB	20.5 GB	16.1 GB
43	ef/36b55b	4317811	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:CHOPPER (D04)	CACHED	0	2026-07-03 20:24:29.544	40m 5s	39m 52s	117.0%	43.1 MB	922.7 MB	53.1 GB	42.4 GB
48	27/82f34d	4317818	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:CHOPPER (D08)	CACHED	0	2026-07-03 20:44:39.649	53m 15s	53m 9s	114.1%	77.6 MB	794.7 MB	68.1 GB	54.8 GB
41	ed/0ef730	4317807	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:CHOPPER (D07)	CACHED	0	2026-07-03 20:10:20.447	24m 59s	24m 38s	115.9%	33.7 MB	922.7 MB	35.9 GB	27.8 GB
42	ec/43aa4b	4317836	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:CHOPPER (D06)	CACHED	0	2026-07-03 22:21:19.929	57m 5s	56m 51s	114.8%	35.9 MB	890.7 MB	75.4 GB	60.4 GB
44	66/dfc599	4317820	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:CHOPPER (D05)	CACHED	0	2026-07-03 20:53:19.650	56m 10s	55m 54s	117.0%	53.5 MB	858.7 MB	73.5 GB	59 GB
46	e6/ed716d	4317805	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:CHOPPER (D10)	CACHED	0	2026-07-03 19:57:49.461	16m 10s	15m 30s	114.7%	29.3 MB	890.7 MB	22 GB	17.1 GB
49	1f/7fde46	4317808	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:CHOPPER (D01)	CACHED	0	2026-07-03 20:11:49.503	27m 15s	26m 54s	115.3%	53 MB	866.7 MB	37.5 GB	29.3 GB
45	fe/e1b855	4317813	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:CHOPPER (D02)	CACHED	0	2026-07-03 20:28:39.560	42m 45s	42m 20s	117.3%	46.7 MB	922.7 MB	57.4 GB	45.6 GB
50	cb/d09711	4317810	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:CHOPPER (D09)	CACHED	0	2026-07-03 20:23:04.543	34m 5s	33m 42s	116.0%	29.6 MB	922.7 MB	49 GB	37.8 GB
53	9d/732949	4317833	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_FILTERED (D08)	CACHED	0	2026-07-03 21:37:54.764	9m 5s	9m 3s	98.2%	562 MB	1.7 GB	9.9 GB	28.3 MB
57	42/1ea822	4317809	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_FILTERED (D10)	CACHED	0	2026-07-03 20:13:59.511	3m 5s	2m 43s	97.7%	447.5 MB	1.6 GB	3 GB	15 MB
56	46/faa986	4317834	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_FILTERED (D05)	CACHED	0	2026-07-03 21:49:29.833	10m	9m 51s	98.6%	670.7 MB	1.8 GB	10.7 GB	42.3 MB
51	00/d45314	4317806	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_FILTERED (D03)	CACHED	0	2026-07-03 20:10:09.506	3m 5s	2m 44s	94.0%	458.6 MB	1.6 GB	2.9 GB	16.1 MB
60	24/4e8ac2	4317821	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_FILTERED (D09)	CACHED	0	2026-07-03 20:57:09.647	6m 5s	5m 50s	98.5%	553.1 MB	1.7 GB	6.4 GB	27.2 MB
58	e3/179a61	4317815	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_FILTERED (D01)	CACHED	0	2026-07-03 20:39:04.593	5m 5s	4m 41s	98.2%	523.2 MB	1.7 GB	5.1 GB	22.5 MB
59	2d/ba7230	4317826	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_FILTERED (D02)	CACHED	0	2026-07-03 21:11:24.706	8m 5s	7m 26s	98.0%	542.9 MB	1.7 GB	8.1 GB	26.2 MB
55	46/944d55	4317842	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_FILTERED (D06)	CACHED	0	2026-07-03 23:18:25.118	11m 5s	10m 13s	95.0%	630.5 MB	1.8 GB	10.9 GB	36.8 MB
54	41/e84523	4317814	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_FILTERED (D07)	CACHED	0	2026-07-03 20:35:19.588	5m	4m 24s	98.2%	554.5 MB	1.7 GB	4.8 GB	27.3 MB
52	a3/28cf40	4317824	NFCORE_MAG:MAG:LONGREAD_PREPROCESSING:NANOPLOT_FILTERED (D04)	CACHED	0	2026-07-03 21:04:34.673	7m 5s	6m 53s	98.4%	526.1 MB	1.7 GB	7.6 GB	23.9 MB
63	55/8f7337	4317855	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:METAMDBG_ASM (D04)	CACHED	0	2026-07-03 23:18:25.304	4h 14m 51s	3h 12m 48s	864.0%	7.8 GB	8.5 GB	613.1 GB	242.7 GB
61	fe/933e38	4317844	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:METAMDBG_ASM (D03)	CACHED	0	2026-07-03 23:18:25.154	40m 35s	40m 27s	901.5%	7.2 GB	8.3 GB	75.6 GB	20 GB
75	58/e81746	4317858	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:METAMDBG_ASM (D06)	CACHED	0	2026-07-03 23:18:25.343	4h 27m 51s	2h 53m 58s	919.3%	7.8 GB	8.5 GB	458.4 GB	145.3 GB
78	98/b60483	4317849	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:METAMDBG_ASM (D01)	CACHED	0	2026-07-03 23:18:25.216	1h 27m 30s	1h 26m 34s	888.9%	7.7 GB	8.5 GB	209.9 GB	68.5 GB
80	a6/1cae76	4317846	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:METAMDBG_ASM (D09)	CACHED	0	2026-07-03 23:18:25.178	2h 3m 35s	2h 3m 18s	896.5%	7.7 GB	8.5 GB	332.2 GB	117.8 GB
66	5e/976e67	4317843	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:METAMDBG_ASM (D08)	CACHED	0	2026-07-03 23:18:25.142	3h 22m 36s	3h 22m 23s	902.8%	7.8 GB	8.5 GB	658.2 GB	248.3 GB
79	76/9b2cb8	4317850	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:METAMDBG_ASM (D02)	CACHED	0	2026-07-03 23:18:25.229	2h 50m 40s	2h 50m 31s	893.0%	7.7 GB	8.5 GB	527.5 GB	197.4 GB
74	61/05de56	4317847	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:METAMDBG_ASM (D07)	CACHED	0	2026-07-03 23:18:25.190	1h 2m 25s	1h 1m 55s	912.6%	7.6 GB	8.4 GB	112.1 GB	27.3 GB
77	f3/ecb04c	4317845	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:METAMDBG_ASM (D10)	CACHED	0	2026-07-03 23:18:25.166	45m 16s	45m 6s	892.6%	7.2 GB	8.3 GB	106.5 GB	32.8 GB
76	63/0aca59	4317848	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:METAMDBG_ASM (D05)	CACHED	0	2026-07-03 23:18:25.204	2h 37m 35s	2h 37m 6s	932.6%	7.8 GB	8.5 GB	344.4 GB	97 GB
62	98/186e38	4317852	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:FLYE (D03)	CACHED	0	2026-07-03 23:18:25.253	1h 4m 5s	1h 4m 3s	881.6%	16.2 GB	28.6 GB	99.9 GB	36.7 GB
69	3a/d0442c	4317861	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:FLYE (D05)	CACHED	0	2026-07-03 23:18:25.381	4h 39m 41s	2h 20m 19s	925.8%	37.6 GB	39.3 GB	303.9 GB	130.7 GB
73	ac/a69c10	4317860	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:FLYE (D09)	CACHED	0	2026-07-03 23:18:25.369	3h 50m 15s	1h 46m 43s	957.3%	25.4 GB	37.1 GB	197 GB	81.9 GB
72	8c/7ae449	4317857	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:FLYE (D02)	CACHED	0	2026-07-03 23:18:25.331	3h 27m 35s	2h 52s	933.8%	35.9 GB	39.7 GB	233 GB	100.3 GB
65	1c/292194	4317856	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:FLYE (D08)	CACHED	0	2026-07-03 23:18:25.318	3h 55m 25s	2h 50m 57s	944.4%	39.9 GB	41.3 GB	279.2 GB	126.5 GB
67	35/767521	4317853	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:FLYE (D07)	CACHED	0	2026-07-03 23:18:25.278	1h 58m 35s	1h 17m 44s	916.6%	21.8 GB	34.2 GB	171.4 GB	61.8 GB
71	fc/67604d	4317862	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:FLYE (D01)	CACHED	0	2026-07-03 23:18:25.394	4h 1m 30s	1h 23m 40s	913.8%	22.3 GB	33.9 GB	161.2 GB	64.8 GB
81	b7/cdf7e3	4318051	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (METAMDBG-D04.contigs.fasta.gz)	CACHED	0	2026-07-04 03:33:15.905	35s	9.5s	34.7%	4.8 MB	8.1 MB	143.7 MB	499.2 MB
83	35/c6df8e	4318061	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (METAMDBG-D06.contigs.fasta.gz)	CACHED	0	2026-07-04 03:46:16.686	5s	2.8s	78.3%	4.9 MB	8.1 MB	94.2 MB	327.1 MB
84	38/6a7243	4317924	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (METAMDBG-D01.contigs.fasta.gz)	CACHED	0	2026-07-04 00:45:55.355	35s	2.4s	78.2%	4.8 MB	8.1 MB	81.5 MB	282.6 MB
82	d5/5d6981	4317904	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (METAMDBG-D03.contigs.fasta.gz)	CACHED	0	2026-07-03 23:59:00.224	35s	2.9s	37.8%	4.9 MB	8.1 MB	48.6 MB	168 MB
86	f8/24c387	4318013	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (METAMDBG-D08.contigs.fasta.gz)	CACHED	0	2026-07-04 02:41:00.738	35s	3.5s	75.0%	4.9 MB	8.1 MB	115.3 MB	400.2 MB
89	e3/b7bc90	4317909	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (METAMDBG-D10.contigs.fasta.gz)	CACHED	0	2026-07-04 00:03:40.800	14.4s	1.8s	64.0%	4.9 MB	8.1 MB	51 MB	176.3 MB
70	88/6284e5	4317854	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:FLYE (D10)	CACHED	0	2026-07-03 23:18:25.292	1h 33m 45s	48m 29s	904.9%	17.4 GB	29.7 GB	93.9 GB	39 GB
87	9d/116ef3	4317958	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (METAMDBG-D02.contigs.fasta.gz)	CACHED	0	2026-07-04 02:09:05.612	11m 35s	3.7s	66.5%	4.9 MB	8.1 MB	106.3 MB	368.7 MB
92	bd/6dfd76	4318081	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (FLYE-D05.assembly.fasta.gz)	CACHED	0	2026-07-04 03:58:06.739	35s	2.6s	79.7%	4.8 MB	8.1 MB	93.3 MB	307.2 MB
68	cb/fd1f30	4317859	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:FLYE (D06)	CACHED	0	2026-07-03 23:18:25.355	4h 22m 31s	2h 23m 53s	951.4%	38.6 GB	40.3 GB	308.3 GB	132.2 GB
85	95/5c6d0a	4317939	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (METAMDBG-D09.contigs.fasta.gz)	CACHED	0	2026-07-04 01:22:00.469	35s	3.4s	69.5%	5 MB	8.1 MB	100.1 MB	347 MB
64	e9/795ec7	4317851	NFCORE_MAG:MAG:ASSEMBLY:LONGREAD_ASSEMBLY:FLYE (D04)	CACHED	0	2026-07-03 23:18:25.241	2h 57m 35s	2h 57m 16s	950.1%	32.4 GB	42.2 GB	275.4 GB	99.5 GB
90	d6/5fbb77	4317949	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (METAMDBG-D05.contigs.fasta.gz)	CACHED	0	2026-07-04 01:56:00.572	35s	3.4s	64.0%	4.8 MB	8.1 MB	95.4 MB	331 MB
88	3e/f84708	4317914	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (METAMDBG-D07.contigs.fasta.gz)	CACHED	0	2026-07-04 00:20:50.279	35s	2.1s	76.0%	4.7 MB	8.1 MB	69 MB	238.9 MB
91	1f/95933a	4317919	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (FLYE-D03.assembly.fasta.gz)	CACHED	0	2026-07-04 00:22:31.168	24.1s	1.7s	69.6%	4.8 MB	8.1 MB	52.3 MB	171.6 MB
94	dc/4dd11e	4318019	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (FLYE-D02.assembly.fasta.gz)	CACHED	0	2026-07-04 02:46:00.764	35s	3s	75.7%	4.8 MB	8.1 MB	103 MB	338.7 MB
93	8e/e7cc0f	4318030	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (FLYE-D09.assembly.fasta.gz)	CACHED	0	2026-07-04 03:08:40.843	20s	3.5s	59.3%	4.8 MB	8.1 MB	97 MB	319.2 MB
99	ee/5473bc	4317934	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (FLYE-D07.assembly.fasta.gz)	CACHED	0	2026-07-04 01:17:00.562	34.9s	3.1s	53.6%	4.8 MB	8.1 MB	76 MB	250 MB
95	e9/1535fb	4318035	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (FLYE-D08.assembly.fasta.gz)	CACHED	0	2026-07-04 03:13:50.844	35s	3.7s	65.6%	4.9 MB	8.1 MB	109 MB	358.8 MB
96	e6/37d22a	4318053	NFCORE_MAG:MAG:BINNING_PREPARATION:LONGREAD_BINNING_PREPARATION:MINIMAP2_ASSEMBLY_INDEX (METAMDBG-D04)	CACHED	0	2026-07-04 03:33:50.908	1m 10s	17s	122.0%	3.5 GB	3.8 GB	499.3 MB	1.5 GB
103	73/5b88b2	4318046	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (FLYE-D01.assembly.fasta.gz)	CACHED	0	2026-07-04 03:19:55.914	34.9s	3.2s	54.6%	4.9 MB	8.1 MB	76.9 MB	253.1 MB
119	ea/ca6ff7	4317929	NFCORE_MAG:MAG:ASSEMBLY:GUNZIP_LONGREAD_ASSEMBLIES (FLYE-D10.assembly.fasta.gz)	CACHED	0	2026-07-04 00:52:10.380	35s	1.5s	78.4%	4.9 MB	8.1 MB	54.5 MB	178.7 MB
100	16/fa9cbb	4318064	NFCORE_MAG:MAG:BINNING_PREPARATION:LONGREAD_BINNING_PREPARATION:MINIMAP2_ASSEMBLY_INDEX (METAMDBG-D06)	CACHED	0	2026-07-04 03:46:21.718	1m 10s	11s	118.2%	2 GB	2.2 GB	327.2 MB	1 GB
107	fa/b01fdf	4317907	NFCORE_MAG:MAG:BINNING_PREPARATION:LONGREAD_BINNING_PREPARATION:MINIMAP2_ASSEMBLY_INDEX (METAMDBG-D03)	CACHED	0	2026-07-03 23:59:35.247	20s	6s	112.6%	1.1 GB	1.3 GB	168.1 MB	560.2 MB
112	63/4552b6	4318015	NFCORE_MAG:MAG:PRODIGAL (METAMDBG-D08)	CACHED	0	2026-07-04 02:41:35.754	1h 9m 31s	1h 8m 53s	99.3%	124.9 MB	2.4 GB	2.6 GB	2.8 GB
116	e8/3a8351	4317988	NFCORE_MAG:MAG:BINNING_PREPARATION:LONGREAD_BINNING_PREPARATION:MINIMAP2_ASSEMBLY_INDEX (METAMDBG-D02)	CACHED	0	2026-07-04 02:20:40.663	1m 15s	12s	122.8%	2.8 GB	3.3 GB	368.8 MB	1.1 GB
101	6c/1b7688	4318063	NFCORE_MAG:MAG:PRODIGAL (METAMDBG-D06)	CACHED	0	2026-07-04 03:46:21.705	57m 35s	55m 50s	99.1%	127.8 MB	3.5 GB	2.2 GB	2.3 GB
129	41/e570f2	4317915	NFCORE_MAG:MAG:BINNING_PREPARATION:LONGREAD_BINNING_PREPARATION:MINIMAP2_ASSEMBLY_INDEX (METAMDBG-D07)	CACHED	0	2026-07-04 00:21:25.277	35s	9s	123.1%	1.7 GB	2 GB	239 MB	785.8 MB
